claim_s,fake_flag
RT @USER رتويت وانفع غيرك #كورونا_مصر #اقعد_في_بيتك #العفو_عن_السجناء_بسبب_كورونا LINK,0
RT @USER كورونا او بدون كورونا ،لابتعاد عن الناس دائماً فكرة جيدة.,0
الموقف الشرعي من فيروس #كورونا الذي انتشر في العالم وحصل معه ارتباك في كثير من دول العالم، وهو آية من آيات الله، ويدل على عظيم قدرة الله، وضعف الإنسان.  #الشيخ_الخثلان LINK,0
من ضمن توجه القطاعات الطبية الخاصة مع توجة القيادة و #وزارة_الصحة في السيطرة على انتشار #كورونا_الجديد الدكتور @USER تأجيل جميع المواعيد في العيادة و عمليات السمنة مطلب اجتماعي للحفاظ على سلامة الجميع من فايروس #كورونا  #رابطة_المتكممين #تعليق_العمل_في_السعوديه LINK,0
محلل قناة ٢٤ سعودي الفضائية د. فهد الشليمي في مع الحدث : فيروس كورونا المطور قد يكون نوع من أنواع الحرب الجرثومية LINK,1
"- بعجالة نفتحو قوس كورونا بعجالة - إحصائية قمت بها : الصين عندها 80735 حالة توفاو 3119 أي نسبة 3,8% إيران عندها 6566 حالة توفاو 237 أي نسبة 3,6% إيطاليا عندها 7375 حالة توفاو 366 أي نسبة 4,9% المغرب عندو 3 حالة توفا 1 أي نسبة 33,33% وبالتالي قرار اللعب بدون جمهور كان صائب LINK",0
RT @USER كيف تطهر منزلك ضد فيروس كورونا (كوفيد-١٩)؟ #كورونا #فيروس_كورونا #COVID19 LINK,0
*صنائع المعروف تقي مصارع السوء * طلاب المعاهد والمدارس الدينية في #نيجيريا يجتمعون في المسجد و يسألون الله ان يحمي #المملكة_العربية_السعودية وأن يرفع عنها شر فيروس كورونا ،وليس غريباً عملهم فقد أحبوا الله ورسوله وأحبوا الحرمين الشريفين وأحبوا أهلها الذين وقفوا معهم كثيراً. #وفاء LINK,0
RT @USER فشل مُخجل لل البنوك السعودية بهالأزمة وين المبادرات، وين الخدمة المُجتمعية !!! #كورونا_السعوديه,1
#كورونا_مين_احنا_مصريين وزيرة الصحه المصريه ال كانت رايحا للصين لتقديم يد العون للصين للتغلب على فيروس كورونا تعود الى مصر ومعها 1000 جهاز صينى للكشف عن الفيروس!!! يخربيتك انتي وال مشغلك هو مكنش فيه جهاز للكشف عن الفيروس؟؟ ياكذابييين يا مضللين LINK,1
إجتاح #كورونا #ايران بسبب المعتقدات الدينية الخاطئة، وعدم فرض حجر صحي على مدينة #قم غامروا بأرواح الناس حتى يستمر مسلسل تجهيل الشعب #الإيراني المغلوب على أمره! واليوم تعلن #ايران عن فشلها في احتواء #كرونا والقتلى فاق آلاف الناس والإصابات بآلاف أين اصحاب العمايم #ايران LINK,1
من التدابير المقترحة: ١- تقديم فترة الامتحانات لهذا الفصل للحد من المخالطة إلى أدنى درجة. ٢- تؤمن الجهات العامة والخاصة أجهزة الكشف المبكر، لفحص الموظفين وقت حضورهم اليومي للتأكد من سلامتهم. #كورونا_الجديد @USER @USER @USER,0
RT @USER @USER -في اي سنه تخرجت -سنه كورونا,0
من مبدأ الحفاظ على سلامة الناس و المصلين هيئة كبار العلماء تكتفي برفع الاذان في المسجد المكي و المسجد النبوي للوقاية من انتشار فيروس كورونا LINK,0
فيديو شاهد.. مواطن يوثق خروجه من #القطيف رغم القرار الصادر بتعليق الدخول والخروج من المدينة بسبب #كورونا LINK,0
لماذا يستثنى العسكريون من المبادرة !!؟ الصحة و الامن مرتبطة ارتباط كلي من قبل الأزمة الجائحة #كورونا ومعها ظهرت للملاء أهميتهم وعزز ذلك سيدي خادم الحرمين الشرفين بكلمته التي عززت قواهم الداخلية بحكمه وإنصاف @USER #كورونا #مؤسسة_النقد_العربي_السعودي  #القطاعات_العسكريه LINK,0
RT @USER #ميديكبوليتكس #السياسة_الطبية مصطلح جديد أُدخل على المنطقة في فترة انتشار #كورونا وأطلقه @USER,0
RT @USER #كورونا LINK,0
أجل فرصة ‼️ بفضل الله السجون السعودية خالية تماماً من #فيروس_كورونا. لكن أمثال هؤلاء يستغلون الحدث لتأليب الرأي العام ضد قرارات الدولة. قبح الله وجهك يا #الضبعة_المتمردة LINK,1
RT @USER وزارة الصحة تعلن تسجيل 17 حالة إصابة جديدة بفيروس كورونا #عـاجـل,0
تسجيل ١٧ حالة إصابة جديدة بفيروس #كورونا الجديد : ١- الاحساء ٣- القطيف ١- جدة ١٢- الرياض ليصبح عدد جميع المصابين بالمملكة ١٠٣ مصاب,0
صاحب السمو الملكي الأمير فهد بن سلطان بن عبدالعزيز أمير منطقة #تبوك يثني على تفاعل اهالي منطقة تبوك والتزامهم في اليوم الأول بحظر التجول الجزئي الذي فرضته الدولة كإجراء احترازي للحد من خطر فايروس كورونا المتجدد LINK,0
وزير الصحة الفرنسي أوليفييه فيران يعلن تسجيل 6 حالات إصابة بفيروس كورونا لمواطنين فرنسيين عائدين من مصر، في وقت تنفي فيه مصر تسجيل أي حالات للفيروس بالبلاد.. من نصدق: وزيرة السيسي أم وزير الصحة الفرنسي؟ هل تحاول السلطات المصرية التستر على تفشي الكورونا في مصر؟ #كورونا_مصر LINK,0
إصابتين بفيروس كورونا في مؤتمر حضره نائب الرئيس الأمريكي LINK LINK,0
@USER تقول اسد خكري صايبه كورونا,0
البلاء في لبنان، حزب الله التدهور الاقتصادي، حرب الله التفلّت الامني، حزب الله تفشّي فيروس #كورونا، حزب الله تقويض القضاء، حزب الله تقويض الدولة، حزب الله العمالة والارتهان، حزب الله آن الأولن لسحب سلاح #ميليشيا حزب الله والعودة الى كنف الدولة LINK,1
يارب تجيني كورونا وفتككك 😤,0
وزارة الصحة:  الحالة معزولة في المستشفى، ويتم التعامل معها وتقديم الخدمة الصحية وفق الإجراءات الصحية المعتمدة. . #السعودية #كورونا . LINK,0
لا كورونا توقفهم لا امراض توقفهم لا اختلاف ميول يوقفهم LINK,1
اللهُّم إني استودعتك بلادي وأهلها، كبارها وصغارها، رجالها ونسائها، شبابها وبناتها، أرضها وسماءها، فأحفظها ربي من اﻷمراض واﻷوبئة، وأرفع البلاء، يارب ادفع عنا فايروس كورونا بحولك وقوتك فإنهُ لاحول لنا ولاقوة إلا بك.. فالله خير حافظاً وهو أرحم الراحمين ..,0
@USER عباراة عن كورونا وفاتيكان 😂😂😂😂,0
هذا ڤيديو منظمة الصحة العالمية عن الوقاية من ڤيروس كورونا بالعربى. من فضلكم شاركوه مع اكثر عدد ممكن للتوعية بطرق الحد من انتشار كورونا. LINK,0
"اعتقد اسعار اللاعبين "" الجنونية "" راح تتغير بشكل كبير بعد ازمة كورونا وخسائر جميع اندية العالم .. شي جميل الحقيقة",1
الله يلطف بعباده وصل الوضع الى حد ان يترجى وزير الصحة الشعب في البقاء في منازلهم .. يارب ارفع عنا هذا البلا #كورونا LINK,0
في المغرب، انطلقت دعوات (للغناء) فوق الأسطح لمواجهة فيروس كورونا، فتفاجأ أصحاب هذه الدعوات بقيام المواطنين بالصعود إلى أسطح منازلهم والتضرّع إلى الله بالتكبير والدعاء ليرفع هذا الوباء❤️ LINK,0
